CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE
I-200-19249-776095,Certified,2019-09-12,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Raleigh,NC,78416.0
I-200-19071-622505,Certified,2019-03-21,"Software Developers, Applications","Virtulytix, Inc.",Lexington,KY,Lexington,KY,66539.0
I-200-19098-156398,Certified,2019-04-18,Computer Systems Analysts,"Successfactors, Inc.",Newtown Square,PA,Reston,VA,78974.0
I-200-21139-325755,Certified,2021-05-26,Data Warehousing Specialists,Atos Syntel Inc,Troy,MI,Boston,MA,72030.0
I-200-20045-323273,Certified,2020-02-21,"Software Developers, Systems Software",Jpmorgan Chase & Co.,Chicago,IL,Jersey City,NJ,123032.0
I-200-19347-195829,Certified,2019-12-19,Computer Programmers,"Hexaware Technologies, Inc.",Iselin,NJ,Reston,VA,80579.0
I-200-23055-800231,Certified,2023-03-02,Network And Computer Systems Administrators,Bloom Energy Corporation,San Jose,CA,San Jose,CA,110282.0
I-200-19064-829284,Certified,2019-03-11,Operations Research Analysts,National Mentor Holdings Llc,Boston,MA,Boston,MA,38709.0
I-200-19071-419712,Certified,2019-03-27,"Software Developers, Applications",Americaneagle Com New York Inc,New York,NY,Voorhess,NJ,59904.0
I-200-22042-894828,Certified,2022-02-18,"Software Developers, Systems Software",Intel Corporation,Santa Clara,CA,Hillsboro,OR,93018.0
I-200-20132-559647,Certified,2020-05-18,"Software Developers, Applications",International Systems Technologies Inc,Cranbury,NJ,Morrisville,PA,71386.0
I-200-22301-557457,Certified,2022-11-04,Software Developers,Etech Global It Solutions Llc,Santa Cruz,CA,Lakestevens,WA,106642.0
I-200-20259-823106,Certified,2020-09-22,Computer Systems Analysts,Accenture Llp,Chicago,IL,Foster City,CA,101338.0
I-200-20120-528733,Certified,2020-05-06,Database Administrators,Deloitte Consulting Llp,Philadelphia,PA,Arlington,VA,119413.0
I-200-22167-287747,Certified,2022-06-24,"Medical Scientists, Except Epidemiologists","The Leland Stanford, Jr University",Stanford,CA,Stanford,CA,48942.0
I-200-20164-650721,Certified,2020-06-19,"Software Developers, Applications","Lowe's Companies, Inc.",Mooresville,NC,Bloomington,IL,81120.0
I-200-19323-153414,Certified,2019-11-25,"Environmental Science Teachers, Postsecondary",International Students And Scholars,Riverside,CA,Riverside,CA,73690.0
I-200-19353-208618,Certified,2019-12-27,Biomedical Engineers,"Fresenius Usa, Inc., A Fresenius Medical Care N.a. Company",Waltham,MA,Concord,CA,113963.0
I-200-23031-740568,Certified,2023-02-07,Computer Systems Analysts,Ltimindtree Limited,Edison,NJ,Raritan,NJ,95514.0
I-200-19084-980481,Certified,2019-03-29,"Software Developers, Systems Software","Mav Farm, Inc",Los Angeles,CA,Los Angeles,CA,121784.0
I-200-23046-777650,Certified,2023-02-22,Chemical Engineers,"Cytec Industries, Inc.",Princeton,NJ,Stamford,CT,92997.0
I-200-21165-393971,Certified,2021-06-22,"Software Developers, Applications",Softsys Technologies Llc,Lantana,TX,Bedminster,NJ,78811.0
I-200-21095-198184,Certified,2021-04-12,"Health Specialties Teachers, Postsecondary",University Of Oklahoma Health Sciences Center,Oklahoma City,OK,Oklahoma City,OK,56410.0
I-200-20058-359536,Certified,2020-03-05,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,Seattle,WA,93184.0
I-200-21139-326595,Certified,2021-05-26,Market Research Analysts And Marketing Specialists,Weee! Inc.,Fremont,CA,Fremont,CA,71240.0
I-200-20064-376634,Certified,2020-03-11,Public Relations Specialists,Google Llc,Mountain View,CA,San Francisco,CA,62192.0
I-200-21103-220657,Certified,2021-04-20,"Software Developers, Systems Software",Ford Motor Company,Dearborn,MI,Farmington Hills,MI,79248.0
I-200-19057-456188,Certified,2019-03-07,"Computer Occupations, All Other",Tata Consultancy Services Limited,Rockville,MD,Saint Petersburg,FL,65832.0
I-200-21106-229935,Certified,2021-04-22,"Software Developers, Applications","Dataiku, Inc.",New York,NY,New York,NY,143936.0
I-200-23144-049304,Certified,2023-05-31,Software Developers,"Daman, Inc.",Austin,TX,Plano,TX,116938.0
I-200-22111-094734,Certified,2022-04-28,"Software Developers, Applications","Tyler Technologies, Inc.",Plano,TX,Rochester,MI,96450.0
I-200-19207-995316,Certified,2019-08-02,Chemical Engineers,The Pennsylvania State University,University Park,PA,University Park,PA,43056.0
I-200-21278-625507,Certified,2021-10-13,Business Intelligence Analysts,Dfs Corporate Services Llc,Riverwoods,IL,Buffalo Grove,IL,95472.0
I-200-22187-335855,Certified,2022-07-13,Computer Systems Engineers/Architects,"Hashicorp, Inc.",San Francisco,CA,Bellevue,WA,125611.0
I-200-20094-456757,Certified,2020-04-09,Civil Engineers,Soh Wind Engineering Llc,Williston,VT,Williston,VT,57616.0
I-200-21218-507037,Certified,2021-08-13,Industrial Engineers,"Valeo North America, Inc.",Troy,MI,Seymour,IN,60237.0
I-200-20013-250771,Certified,2020-01-20,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Bentonville,AR,59238.0
I-200-19365-222404,Certified,2020-01-07,"Software Developers, Applications","Comcast Cable Communications, Llc",Philadelphia,PA,Philadelphia,PA,119662.0
I-200-21293-657877,Certified,2021-10-27,"Software Developers, Systems Software","Qualcomm Technologies, Inc.",San Diego,CA,Boulder,CO,96096.0
I-200-22168-293575,Certified,2022-06-27,"Software Developers, Applications","Partners & Simons, Inc.",Chicago,IL,Vestal,NY,99445.0
I-200-23052-788481,Certified,2023-02-28,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,New York,NY,109574.0
I-200-21246-565568,Certified,2021-09-13,Management Analysts,Capgemini America Inc,Chicago,IL,Chicago,IL,126194.0
I-200-19102-540344,Certified,2019-04-26,"Computer Occupations, All Other","Wells Fargo Bank, N.a.",Phoenix,AZ,Irvine,CA,111426.0
I-200-19077-270432,Certified,2019-03-22,Management Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Teaneck,NJ,140046.0
I-200-21221-509518,Certified,2021-08-16,"Computer Occupations, All Other",Infosys Limited,Richardson,TX,Plano,TX,76856.0
I-200-20063-371855,Certified,2020-03-10,Operations Research Analysts,Lenovo (United States) Inc,Morrisville,NC,Morrisville,NC,63086.0
I-200-22020-840587,Certified,2022-01-27,"Software Developers, Systems Software",Intel Corporation,Santa Clara,CA,Folsom,CA,122346.0
I-200-20308-895731,Certified,2020-11-09,Biochemists And Biophysicists,Memorial Sloan Kettering Cancer Center,New York,NY,New York,NY,128939.0
I-200-22336-618050,Certified,2022-12-09,Software Quality Assurance Analysts And Testers,"Nike, Inc.",Beaverton,OR,Beaverton,OR,106142.0
I-200-19067-791616,Certified,2019-03-14,Management Analysts,"Exlservice.com, Llc",New York,NY,Jersey City,NJ,113776.0
I-200-22033-873447,Certified,2022-02-09,"Software Developers, Systems Software",Costco Wholesale Corporation,Issaquah,WA,Issaquah,WA,140920.0
I-200-21251-570591,Certified,2021-09-15,Network And Computer Systems Administrators,"World-Link Communications, Inc.",Framingham,MA,Framingham,MA,66539.0
I-200-21161-387013,Certified,2021-06-17,Molecular And Cellular Biologists,Bgi Research Usa Inc,San Jose,CA,San Jose,CA,91582.0
I-200-22333-608994,Certified,2022-12-06,Computer Programmers,Wipro Limited,East Brunswick,NJ,Irving,TX,68848.0
I-200-23023-719690,Certified,2023-01-30,Bioinformatics Scientists,The University Of Texas M.d. Anderson Cancer Center,Houston,TX,Houston,TX,45906.0
I-200-20221-758581,Certified,2020-08-14,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,Seattle,WA,113110.0
I-200-19059-887166,Certified,2019-03-07,Software Quality Assurance Engineers And Testers,Infosys Limited,Richardson,TX,Brentwood,TN,63211.0
I-200-21337-741774,Certified,2021-12-10,Information Security Analysts,Deloitte & Touche Llp,Philadelphia,PA,Arlington,MA,88296.0
I-200-20125-538744,Certified,2020-05-11,Computer Systems Analysts,"Citibank, N.a.",New York,NY,Tampa,FL,108202.0
I-200-23158-088328,Certified,2023-06-14,"Psychology Teachers, Postsecondary",President And Board Of Trustees Of Santa Clara College,Santa Clara,CA,Santa Clara,CA,65830.0
I-200-21195-462330,Certified,2021-07-21,Management Analysts,"Data Safeguard, Inc.",Santa Clara,CA,Santa Clara,CA,93558.0
I-200-21253-576637,Certified,2021-09-17,Materials Scientists,University Of South Carolina,Columbia,SC,Columbia,SC,52250.0
I-200-21195-461309,Certified,2021-07-21,"Software Developers, Applications",Ebay Inc.,San Jose,CA,Austin,TX,127504.0
I-200-21105-229362,Certified,2021-04-22,Database Administrators,"Amazon Web Services, Inc.",Seattle,WA,Seattle,WA,78478.0
I-200-22272-501490,Certified,2022-10-06,Software Developers,"Pharmacy Data Management, Inc.",Poland,OH,Wexford,PA,117957.0
I-200-21081-165412,Withdrawn,2021-03-23,Industrial Engineers,"Lincoln Industries, Inc.",Lincoln,NE,Lincoln,NE,95160.0
I-200-22195-353301,Certified,2022-07-21,Software Developers,Jpmorgan Chase & Co.,Chicago,IL,Columbus,OH,123469.0
I-200-19232-388566,Certified,2019-08-26,Computer Systems Analysts,Infosys Limited,Richardson,TX,Berlin,CT,81890.0
I-200-22153-234678,Certified - Withdrawn,2022-06-14,General And Operations Managers,"Glanbia Nutritionals (Na), Inc",Chicago,IL,Carlsbad,CA,145059.0
I-200-22124-134802,Certified,2022-05-11,"Software Developers, Applications","Javantech, Inc.",Greensboro,NC,Winston Salem,NC,84240.0
I-200-23144-049176,Certified,2023-05-31,Industrial Engineers,"Egd Glass And Door, Llc",White Lake,MI,White Lake,MI,65666.0
I-200-22140-194854,Certified,2022-05-27,"Electronics Engineers, Except Computer","Xilinx, Inc.",San Jose,CA,San Jose,CA,172245.0
I-200-22154-240642,Certified,2022-06-10,"Software Developers, Applications","Toadfly Technologies, Llc",Houston,TX,Houston,TX,92685.0
I-200-20112-503554,Certified,2020-04-28,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,Seattle,WA,74984.0
I-200-21301-674008,Certified,2021-11-04,Information Technology Project Managers,"Rackspace Us, Inc.",San Antonio,TX,Somerset,NJ,118893.0
I-200-22125-141471,Certified,2022-05-12,"Software Developers, Applications","Egen Solutions, Inc.",Naperville,IL,Naperville,IL,90397.0
I-200-22069-969415,Certified,2022-03-17,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Rockville,MD,New York,NY,118893.0
I-200-23025-725108,Certified,2023-01-31,"Electronics Engineers, Except Computer",Intel Corporation,Santa Clara,CA,Austin,TX,108638.0
I-200-21050-086995,Certified,2021-02-25,Industrial Production Managers,Apple Inc.,Cupertino,CA,Cupertino,CA,178838.0
I-200-23137-031394,Certified,2023-05-24,Information Technology Project Managers,"Covectra, Inc.",Westborough,MA,Shrewsbury,MA,110302.0
I-200-20125-537159,Certified,2020-05-08,Market Research Analysts And Marketing Specialists,"Pac-Dent, Inc.",Brea,CA,Brea,CA,40664.0
I-200-22082-001520,Certified,2022-03-30,Information Technology Project Managers,Microsoft Corporation,Redmond,WA,Bellevue,WA,99008.0
I-200-22124-135806,Certified,2022-05-11,"Medical Scientists, Except Epidemiologists",Johns Hopkins University,Baltimore,MD,Baltimore,MD,77376.0
I-200-19078-968466,Certified,2019-03-25,"Medical Scientists, Except Epidemiologists",The Methodist Hospital Research Institute,Houston,TX,Houston,TX,54850.0
I-200-22154-240640,Certified,2022-06-10,Computer Systems Analysts,Venn Technologies Inc,Collierville,TN,Boston,MA,88608.0
I-200-22066-954559,Certified,2022-03-14,Computer Systems Analysts,Cgi Technologies And Solutions Inc.,Fairfax,VA,Sacramento,CA,88192.0
I-200-19139-336009,Certified,2019-05-24,Computer Systems Analyst,Infosys Limited,Richardson,TX,Milwaukee,WI,79061.0
I-200-22084-010931,Certified,2022-04-01,"Software Developers, Applications",Metrix It Solutions Inc,Charlotte,NC,Frisco,TX,94037.0
I-200-20093-454352,Withdrawn,2020-04-07,Computer Systems Engineers/Architects,Tal Search Group,Tallahassee,FL,Tallahassee,FL,54475.0
I-200-21166-398091,Certified,2021-06-23,"Software Developers, Applications",Cloud Soft Inc.,Alpharetta,GA,Alpharetta,GA,85842.0
I-200-19054-706443,Certified,2019-03-06,Computer And Information Systems Managers,"Blizzard Entertainment, Inc",Irvine,CA,Irvine,CA,95784.0
I-200-20303-891386,Certified,2020-11-05,"Software Developers, Applications",Costco Wholesale Corporation,Issaquah,WA,Hoffman Estates,IL,117686.0
I-200-20141-589880,Certified,2020-05-28,Marketing Managers,"Nike, Inc.",Beaverton,OR,Beaverton,OR,95181.0
I-200-20009-242856,Certified,2020-01-16,"Software Developers, Systems Software","Meridian Technologies, Inc.",Farmington Hills,MI,Blue Ash,OH,92290.0
I-200-22168-290591,Certified,2022-06-27,"Software Developers, Systems Software",Zenith Infotek Llc,Lewisville,TX,Lewisville,TX,94037.0
I-200-22293-540998,Certified,2022-10-27,Software Developers,"Amazon Development Center U.s., Inc.",Seattle,WA,San Luis Obispo,CA,68370.0
I-200-19351-200687,Certified,2019-12-23,"Medical Scientists, Except Epidemiologists","Abcam, Inc.",Cambridge,MA,Branford,CT,75858.0
I-200-19213-206912,Certified,2019-08-07,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Irving,TX,78998.0
I-200-22018-837109,Certified,2022-01-25,Financial Managers,Deloitte Consulting Llp,Philadelphia,PA,Charlotte,NC,174096.0
I-200-19079-845698,Certified,2019-03-26,"Software Developers, Applications","Data S Solutions, Llc",Edison,NJ,Alpharetta,GA,84240.0
I-200-22033-872270,Certified,2022-02-09,Software Quality Assurance Engineers And Testers,Pi Square Technologies,Farmington Hills,MI,Warren,MI,83554.0
I-200-19135-396046,Certified,2019-05-21,Human Resources Managers,Ubs Business Solutions Us Llc,Nashville,TN,Weehawken,NJ,116584.0
I-200-19317-142715,Certified,2019-11-20,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,College Station,TX,Eden Prairie,MN,79186.0
I-200-22118-115267,Certified,2022-05-05,Computer And Information Research Scientists,Amazon.com Services Llc,Seattle,WA,Palo Alto,CA,143874.0
I-200-20154-620284,Certified,2020-06-09,"Software Developers, Systems Software",Aisense Inc.,Los Altos,CA,Los Altos,CA,172640.0
I-200-22068-962214,Certified,2022-03-15,"Software Developers, Systems Software","Pony.ai, Inc.",Fremont,CA,Fremont,CA,121763.0
I-200-22097-049104,Certified,2022-04-14,Fuel Cell Engineers,"Freudenberg Battery Power Systems, Llc",Midland,MI,Plymouth,MI,69784.0
I-200-20258-820171,Certified,2020-09-21,"Software Developers, Applications",Amazon.com Services Llc,Seattle,WA,Seattle,WA,113110.0
I-200-19070-419760,Certified,2019-03-15,"Software Developers, Applications","Digital Mobile Innovations, Llc",Bethesda,MD,Indianapolis,IN,74485.0
I-200-20062-365998,Certified,2020-03-09,"Software Developers, Applications",Saturn Tech Llc,Farmington,MI,Centennial,CO,123219.0
I-200-20056-350036,Certified,2020-03-03,"Software Developers, Applications","Comcast Cable Communications, Llc",Philadelphia,PA,Washington,DC,122418.0
I-200-22172-300747,Certified,2022-06-28,"Software Developers, Systems Software","Onward Technologies, Inc",Rosemont,IL,Peachtree City,GA,87485.0
I-200-20084-429660,Certified,2020-03-31,Computer Systems Engineers/Architects,Microsoft Corporation,Redmond,WA,Issaquah,WA,74984.0
I-200-20142-593021,Certified,2020-05-29,"Software Developers, Applications",Incipient Corporation,Rutherford,NJ,Rutherford,NJ,96595.0
I-200-23132-018598,Certified - Withdrawn,2023-05-19,Software Developers,"Whoop, Inc.",Boston,MA,Boston,MA,108181.0
I-200-21322-713817,Certified,2021-11-26,"Software Developers, Applications","Excellus Health Plan, Inc.",Rochester,NY,Buffalo,NY,89606.0
I-200-21175-424474,Certified,2021-07-01,"Software Developers, Applications",Usable Mutual Insurance Co.,Little Rock,AR,Little Rock,AR,94806.0
I-200-23144-051553,Certified,2023-05-31,Software Developers,"Sng Infotech, Inc.",Haines City,FL,Haines City,FL,83741.0
I-200-22138-183052,Certified,2022-05-24,Computer Systems Analysts,Wipro Limited,East Brunswick,NJ,Plano,TX,85301.0
I-200-22279-515421,Certified,2022-10-14,Computer Systems Engineers/Architects,Emonics Llc,Piscataway,NJ,New York,NY,74880.0
I-200-23129-004613,Certified,2023-05-16,Civil Engineers,Nova Engineering And Environmental  Llc,Kennesaw,GA,Tallahassee,FL,54038.0
I-200-19161-463276,Certified,2019-06-14,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Jersey City,NJ,93642.0
I-200-22021-844086,Certified,2022-01-28,Statisticians,Massachusetts Mutual Life Insurance Company,Springfield,MA,Long Island City,NY,92019.0
I-200-19044-411042,Certified,2019-02-20,Civil Engineers,The Rhodes Group,Pittsburgh,PA,Pittsburgh,PA,49150.0
I-200-20246-801137,Certified,2020-09-10,"Dentists, General",Familia Dental Racine Llc,Racine,WI,Racine,WI,164632.0
I-200-22293-541011,Certified,2022-10-27,Software Developers,"Amazon Web Services, Inc.",Seattle,WA,Bellevue,WA,127338.0
I-200-22112-100081,Certified,2022-04-29,"Software Developers, Systems Software","Affirm, Inc.",San Francisco,CA,San Francisco,CA,121763.0
I-200-23016-705070,Certified,2023-01-23,Information Technology Project Managers,Hcl America Inc,Sunnyvale,CA,El Segundo,CA,118310.0
I-200-23034-749692,Certified,2023-02-10,Software Developers,"Capital One Services, Llc",Richmond,VA,Wilmington,DE,95701.0
I-200-19175-446651,Certified,2019-06-28,"Electronics Engineers, Except Computer",Illinois Central Railroad Company,Homewood,IL,Homewood,IL,88962.0
I-200-19031-193796,Certified,2019-03-21,"Software Developers, Applications","Dnpr Services, Llc",Boulder,CO,Boulder,CO,84178.0
I-200-22080-993900,Certified,2022-03-28,Business Intelligence Analysts,Amazon.com Services Llc,Seattle,WA,Wilson,NC,53435.0
I-200-22101-055143,Certified,2022-04-18,Commercial And Industrial Designers,Philips North America Llc,Cambridge,MA,Pittsburgh,PA,74048.0
I-200-19231-724930,Certified,2019-08-23,Statisticians,"Deltamed Solutions, Inc",Somerset,NJ,Somerset,NJ,129709.0
I-200-22147-220592,Certified,2022-06-06,Software Quality Assurance Engineers And Testers,Rxcloud,Pleasanton,CA,Santa Clara,CA,89648.0
