,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
2416332,I-200-20357-975459,Certified,2020-12-31,"Software Developers, Systems Software","Infoshare Systems, Inc.",Little Elm,TX,93558.0,Texas,30029572.0
2416333,I-200-20357-974492,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Tampa,FL,69659.0,Florida,22244823.0
2416334,I-200-20357-975244,Certified,2020-12-31,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",Boxborough,MA,103064.0,Massachusetts,6981974.0
2416335,I-200-20357-975141,Certified,2020-12-31,Database Administrators,"Cybecys, Inc.",Laurel,MD,107182.0,Maryland,6164660.0
2416336,I-200-20357-974614,Certified,2020-12-31,"Software Developers, Applications","Delta System & Software, Inc",Dublin,OH,83075.0,Ohio,11756058.0
2416337,I-200-20357-976075,Certified,2020-12-31,"Software Developers, Applications",It Cats Llc,Kansas City,MO,76502.0,Missouri,6177957.0
2416338,I-200-20357-974836,Certified,2020-12-31,Computer Systems Analysts,Capgemini America Inc,Stamford,CT,94411.0,Connecticut,3626205.0
2416339,I-200-20357-975015,Certified,2020-12-31,"Software Developers, Applications","Hexaware Technologies, Inc.",Herndon,VA,118102.0,Virginia,8683619.0
2416340,I-200-20357-975005,Certified,2020-12-31,Operations Research Analysts,"Ugam Solutions, Inc.",Atlanta,GA,71094.0,Georgia,10912876.0
2416341,I-200-20357-974460,Certified,2020-12-31,Computer Systems Analysts,Wipro Limited,Virginia Beach,VA,77730.0,Virginia,8683619.0
2416342,I-200-20357-976399,Certified,2020-12-31,Information Technology Project Managers,Facebook Inc.,Menlo Park,CA,145205.0,California,39029342.0
2416343,I-200-20358-976637,Certified,2020-12-31,"Software Developers, Applications","Quora, Inc.",Mountain View,CA,120578.0,California,39029342.0
2416344,I-200-20357-976350,Certified,2020-12-31,Data Warehousing Specialists,"Facebook, Inc.",Menlo Park,CA,95555.0,California,39029342.0
2416345,I-200-20357-974424,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Richardson,TX,74027.0,Texas,30029572.0
2416346,I-200-20358-976720,Certified,2020-12-31,"Software Developers, Applications",Erp Cloud Technologies Llc,Conshohocken,PA,89773.0,Pennsylvania,12972008.0
2416347,I-200-20357-975029,Certified,2020-12-31,Computer Programmers,Tata Consultancy Services Limited,Bloomington,IL,67059.0,Illinois,12582032.0
2416348,I-200-20357-974519,Certified,2020-12-31,"Software Developers, Applications","Tech Mahindra (Americas), Inc",Saint Louis,MO,83637.0,Missouri,6177957.0
2416349,I-200-20357-974509,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Greenwood Village,CO,90418.0,Colorado,5839926.0
2416350,I-200-20357-975305,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,New York,NY,67766.0,New York,19677151.0
2416351,I-200-20357-974437,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,Mindtree Limited,Redmond,WA,77875.0,Washington,7785786.0
2416352,I-200-20357-975474,Certified,2020-12-31,Information Technology Project Managers,"Hcl America, Inc.",Princeton,NJ,87069.0,New Jersey,9261699.0
2416353,I-200-20357-974510,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Newark,NJ,114962.0,New Jersey,9261699.0
2416354,I-200-20357-975134,Certified,2020-12-31,Information Technology Project Managers,Erp Wiz Inc,Malvern,PA,74090.0,Pennsylvania,12972008.0
2416355,I-200-20357-975163,Certified,2020-12-31,Web Developers,Tata Consultancy Services Limited,Englewood,CO,62691.0,Colorado,5839926.0
2416356,I-200-20357-975062,Certified,2020-12-31,"Software Developers, Applications",Sigma Software Llc,The Woodlands,TX,90022.0,Texas,30029572.0
2416357,I-200-20357-975620,Certified,2020-12-31,Computer Programmers,Mphasis Corporation,Springfield,MA,65395.0,Massachusetts,6981974.0
2416358,I-200-20357-974446,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Columbus,GA,83366.0,Georgia,10912876.0
2416359,I-200-20357-976212,Certified,2020-12-31,Data Warehousing Specialists,Tata Consultancy Services Limited,Indianapolis,IN,60611.0,Indiana,6833037.0
2416360,I-200-20357-976465,Certified,2020-12-31,"Software Developers, Applications",Paradigm Infotech Inc.,Raleigh,NC,91291.0,North Carolina,10698973.0
2416361,I-200-20357-974428,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Los Angeles,CA,67205.0,California,39029342.0
2416362,I-200-20357-974453,Certified,2020-12-31,"Software Developers, Applications",Datacore Systems Inc.,Philadelphia,PA,89773.0,Pennsylvania,12972008.0
2416363,I-200-20357-974621,Certified,2020-12-31,Computer Systems Engineers/Architects,Wipro Limited,Overland Park,KS,70096.0,Kansas,2937150.0
2416364,I-200-20357-975888,Certified,2020-12-31,"Software Developers, Applications",Numeric Technologies Inc,Austin,TX,106080.0,Texas,30029572.0
2416365,I-200-20357-974616,Certified,2020-12-31,"Software Developers, Applications","Vigna,Inc",Dfw Airport,TX,110344.0,Texas,30029572.0
2416366,I-200-20358-976799,Certified,2020-12-31,Computer And Information Systems Managers,"Manhattan Associates, Inc.",Atlanta,GA,94274.0,Georgia,10912876.0
2416367,I-200-20357-975408,Certified,2020-12-31,Computer Systems Engineers/Architects,"Hcl America, Inc.",Nashville,TN,54018.0,Tennessee,7051339.0
2416368,I-200-20357-974847,Certified,2020-12-31,"Software Developers, Applications",Capgemini America Inc,Columbus,OH,97594.0,Ohio,11756058.0
2416369,I-200-20357-974646,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,Tata Consultancy Services Limited,Windsor,CT,89232.0,Connecticut,3626205.0
2416370,I-200-20357-974967,Certified,2020-12-31,Operations Research Analysts,"Ugam Solutions, Inc.",Atlanta,GA,58510.0,Georgia,10912876.0
2416371,I-200-20357-974747,Certified,2020-12-31,"Software Developers, Systems Software",Anjaneyap Inc.,Philadelphia,PA,89773.0,Pennsylvania,12972008.0
2416372,I-200-20357-975241,Certified,2020-12-31,"Software Developers, Systems Software","Qualcomm Technologies, Inc.",San Diego,CA,98592.0,California,39029342.0
2416373,I-200-20357-975722,Certified,2020-12-31,Web Developers,Tata Consultancy Services Limited,Gaithersburg,MD,72384.0,Maryland,6164660.0
2416374,I-200-20357-976334,Certified,2020-12-31,"Software Developers, Applications","Facebook, Inc.",Menlo Park,CA,136056.0,California,39029342.0
2416375,I-200-20357-975326,Certified,2020-12-31,Computer Programmers,Mphasis Corporation,Plano,TX,78645.0,Texas,30029572.0
2416376,I-200-20358-976790,Certified,2020-12-31,Computer And Information Systems Managers,"Manhattan Associates, Inc.",Atlanta,GA,111783.0,Georgia,10912876.0
2416377,I-200-20357-975046,Certified,2020-12-31,Mechanical Engineers,Satyam-Venture Engineering Services Pvt. Ltd.,Troy,MI,67850.0,Michigan,10034113.0
2416378,I-200-20357-975176,Certified,2020-12-31,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",San Diego,CA,108930.0,California,39029342.0
2416379,I-200-20357-976215,Certified,2020-12-31,Computer Systems Analysts,Tata Consultancy Services Limited,Jackson,MS,53165.0,Mississippi,2940057.0
2416380,I-200-20357-974867,Certified,2020-12-31,Statisticians,Skill Buddy Inc,South Setauket,NY,89898.0,New York,19677151.0
2416381,I-200-20357-974418,Certified,2020-12-31,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Pleasanton,CA,101338.0,California,39029342.0
2416382,I-200-20358-976611,Certified,2020-12-31,Management Analysts,Ust Global Inc,Norfolk,VA,76648.0,Virginia,8683619.0
2416383,I-200-20357-975016,Certified,2020-12-31,Operations Research Analysts,"Ugam Solutions, Inc.",Atlanta,GA,58510.0,Georgia,10912876.0
2416384,I-200-20357-974440,Certified,2020-12-31,Information Technology Project Managers,Mindtree Limited,Mckinney,TX,93538.0,Texas,30029572.0
2416385,I-200-20358-976740,Certified,2020-12-31,"Software Developers, Applications",Erp Cloud Technologies Llc,Conshohocken,PA,89773.0,Pennsylvania,12972008.0
2416386,I-200-20357-974622,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Florham Park,NJ,67766.0,New Jersey,9261699.0
2416387,I-200-20357-974507,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Nutley,NJ,67766.0,New Jersey,9261699.0
2416388,I-200-20357-975479,Certified,2020-12-31,"Software Developers, Applications","D2sol, Inc.",Durham,NC,108410.0,North Carolina,10698973.0
2416389,I-200-20357-974382,Certified,2020-12-31,Computer Systems Engineers/Architects,"Hcl America, Inc.",Alpharetta,GA,94453.0,Georgia,10912876.0
2416390,I-200-20357-975876,Certified,2020-12-31,"Software Developers, Applications","Itc Infotech (Usa), Inc.",Beaverton,OR,108202.0,Oregon,4240137.0
2416391,I-200-20357-975344,Certified,2020-12-31,Computer Programmers,"Hcl America, Inc.",Cincinnati,OH,86861.0,Ohio,11756058.0
2416392,I-200-20357-974374,Certified,2020-12-31,Information Technology Project Managers,"Hcl America, Inc.",Duluth,MN,80350.0,Minnesota,5717184.0
2416393,I-200-20358-976776,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Irving,TX,74027.0,Texas,30029572.0
2416394,I-200-20357-975259,Certified,2020-12-31,Network And Computer Systems Administrators,"Hcl America, Inc.",Seattle,WA,84074.0,Washington,7785786.0
2416395,I-200-20357-974656,Certified,2020-12-31,Computer Systems Engineers/Architects,"Ninfo Systems, Inc.",Irving,TX,93538.0,Texas,30029572.0
2416396,I-200-20357-976201,Certified,2020-12-31,Web Developers,Tata Consultancy Services Limited,Indianapolis,IN,50794.0,Indiana,6833037.0
2416397,I-200-20357-975902,Certified,2020-12-31,"Software Developers, Applications","Cays, Inc.",Madison,WI,81058.0,Wisconsin,5892539.0
2416398,I-200-20357-974409,Certified,2020-12-31,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Auburn Hills,MI,89294.0,Michigan,10034113.0
2416399,I-200-20358-976606,Certified,2020-12-31,Computer Systems Analysts,Ust Global Inc,Bentonville,AR,59571.0,Arkansas,3045637.0
2416400,I-200-20357-974855,Certified,2020-12-31,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,New York,NY,67766.0,New York,19677151.0
2416401,I-200-20357-974624,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Pleasanton,CA,145205.0,California,39029342.0
2416402,I-200-20357-975348,Certified,2020-12-31,"Software Developers, Applications",Mastech Digital Consulting Inc.,Brooklyn,OH,87006.0,Ohio,11756058.0
2416403,I-200-20357-974931,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Bellevue,WA,77875.0,Washington,7785786.0
2416404,I-200-20357-976257,Certified,2020-12-31,"Software Developers, Applications",Alpha Net Consulting Llc,Menlo Park,CA,120931.0,California,39029342.0
2416405,I-200-20357-974644,Certified,2020-12-31,Management Analysts,Wipro Limited,Erie,PA,62587.0,Pennsylvania,12972008.0
2416406,I-200-20357-975953,Certified,2020-12-31,"Software Developers, Applications","Arcus Technologies Dba Kat Tech Systems, Inc.",Franklin Lakes,NJ,78811.0,New Jersey,9261699.0
2416407,I-200-20357-974500,Certified,2020-12-31,Computer Programmers,"Tech Mahindra (Americas), Inc",Sunnyvale,CA,96221.0,California,39029342.0
2416408,I-200-20357-975260,Certified,2020-12-31,Computer Programmers,Tata Consultancy Services Limited,Decatur,IL,64709.0,Illinois,12582032.0
2416409,I-200-20357-974445,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Columbus,GA,83366.0,Georgia,10912876.0
2416410,I-200-20357-974393,Certified,2020-12-31,Information Technology Project Managers,"Hcl America, Inc.",Farmington Hills,MI,78811.0,Michigan,10034113.0
2416411,I-200-20357-974372,Certified,2020-12-31,Computer Systems Analysts,"Tech Mahindra (Americas), Inc",Miami,FL,70512.0,Florida,22244823.0
2416412,I-200-20357-975302,Certified,2020-12-31,Information Technology Project Managers,"Hcl America, Inc.",Lakeville,MA,72030.0,Massachusetts,6981974.0
2416413,I-200-20357-974963,Certified,2020-12-31,"Software Developers, Applications",I3 Infotek Inc,Fremont,CA,120931.0,California,39029342.0
2416414,I-200-20357-975880,Certified,2020-12-31,"Software Developers, Applications",Larsen & Toubro Infotech Limited,Tampa,FL,81806.0,Florida,22244823.0
2416415,I-200-20357-975546,Certified,2020-12-31,"Software Developers, Applications","Smartworks, Llc",Cambridge,MA,96242.0,Massachusetts,6981974.0
2416416,I-200-20357-975838,Certified,2020-12-31,"Software Developers, Applications","Astir It Solutions, Inc",Maryland Heights,MO,83637.0,Missouri,6177957.0
2416417,I-200-20357-974494,Certified,2020-12-31,"Computer Occupations, All Other",Infosys Limited,Plano,TX,74027.0,Texas,30029572.0
2416418,I-200-20357-975535,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,"Virtusa Consulting Services Pvt., Ltd",Livingston,NJ,67766.0,New Jersey,9261699.0
2416419,I-200-20357-975173,Certified,2020-12-31,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",San Diego,CA,108930.0,California,39029342.0
2416420,I-200-20357-975559,Certified,2020-12-31,"Software Developers, Applications",Infogain Corporation,Plano,TX,110344.0,Texas,30029572.0
2416421,I-200-20357-975430,Certified,2020-12-31,Computer Systems Engineers/Architects,"Hcl America, Inc.",Santa Clara,CA,137363.0,California,39029342.0
2416422,I-200-20357-976351,Certified,2020-12-31,"Software Developers, Applications","Tnp Systems, Llc",Bentonville,AR,76440.0,Arkansas,3045637.0
2416423,I-200-20357-974348,Certified,2020-12-31,Network And Computer Systems Administrators,Wipro Limited,Illinois,IL,74547.0,Illinois,12582032.0
2416424,I-200-20357-974878,Certified,2020-12-31,Information Technology Project Managers,Tata Consultancy Services Limited,Boise,ID,63398.0,Idaho,1939033.0
2416425,I-200-20357-974754,Certified,2020-12-31,Computer Systems Analysts,Iconsoft Inc.,Berkeley Heights,NJ,114067.0,New Jersey,9261699.0
2416426,I-200-20358-976774,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Redmond,WA,77875.0,Washington,7785786.0
2416427,I-200-20358-976531,Certified,2020-12-31,"Software Developers, Systems Software",Corporate Solutions General Inc,El Dorado Hills,CA,97677.0,California,39029342.0
2416428,I-200-20357-975502,Certified,2020-12-31,Computer Systems Analysts,"Hcl America, Inc.",Walnut Creek,CA,101338.0,California,39029342.0
2416429,I-200-20357-975104,Certified,2020-12-31,"Software Developers, Systems Software",Gyansys Inc.,Carmel,IN,93371.0,Indiana,6833037.0
2416430,I-200-20357-975282,Certified,2020-12-31,Database Administrators,"Hcl America, Inc.",Rochester,NY,84365.0,New York,19677151.0
2416431,I-200-20357-976270,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,Mphasis Corporation,Uniontown,OH,43160.0,Ohio,11756058.0
2416432,I-200-20357-975749,Certified,2020-12-31,Computer Systems Engineers/Architects,Virtusa Corporation,Pittsburgh,PA,61485.0,Pennsylvania,12972008.0
2416433,I-200-20357-974394,Certified,2020-12-31,Information Technology Project Managers,"Hcl America, Inc.",Smyrna,GA,94453.0,Georgia,10912876.0
2416434,I-200-20357-974768,Certified,2020-12-31,Information Technology Project Managers,"Facebook, Inc.",Seattle,WA,117125.0,Washington,7785786.0
2416435,I-200-20357-975177,Certified,2020-12-31,"Software Developers, Applications",Audacious Inquiry Llc,Milpitas,CA,145725.0,California,39029342.0
2416436,I-200-20357-976091,Certified,2020-12-31,"Software Developers, Applications",Ebay Inc.,San Jose,CA,145725.0,California,39029342.0
2416437,I-200-20357-975361,Certified,2020-12-31,Software Quality Assurance Engineers And Testers,"Hcl America, Inc.",Phoenix,AZ,86133.0,Arizona,7359197.0
2416438,I-200-20357-975932,Certified,2020-12-31,"Software Developers, Applications",Ikcon Technologies Inc,Jersey City,NJ,100526.0,New Jersey,9261699.0
2416439,I-200-20357-975278,Certified,2020-12-31,Data Warehousing Specialists,Tata Consultancy Services Limited,Tempe,AZ,66768.0,Arizona,7359197.0
2416440,I-200-20357-974550,Certified,2020-12-31,"Software Developers, Applications",Atos Syntel Inc,Collierville,TN,69014.0,Tennessee,7051339.0
2416441,I-200-20357-974803,Certified,2020-12-31,Database Administrators,"Mindteck, Inc.",Westlake,TX,85363.0,Texas,30029572.0
2416442,I-200-20357-976077,Certified,2020-12-31,"Software Developers, Applications",Axtria Inc,Thousand Oaks,CA,120827.0,California,39029342.0
2416443,I-200-20357-976405,Certified,2020-12-31,Information Security Analysts,Facebook Inc.,Menlo Park,CA,99299.0,California,39029342.0
2416444,I-200-20357-975131,Certified,2020-12-31,"Software Developers, Applications","Adept Computer Consultants, Inc.",Richardson,TX,93558.0,Texas,30029572.0
2416445,I-200-20357-975284,Certified,2020-12-31,"Software Developers, Applications",Natsoft Corporation,Chicago,IL,87838.0,Illinois,12582032.0
2416446,I-200-20357-974358,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Redmond,WA,77875.0,Washington,7785786.0
2416447,I-200-20357-974421,Certified,2020-12-31,Computer Systems Engineers/Architects,Mindtree Limited,Redmond,WA,77875.0,Washington,7785786.0
2416448,I-200-20357-976185,Certified,2020-12-31,Computer Programmers,Tata Consultancy Services Limited,Irving,TX,78645.0,Texas,30029572.0
